Key	Value
13b5	14
13b4	16
13b3	18
13b2	9
13b1	14
13b0	18
13b9	10
13b8	18
13c8	19
13c7	13
13c6	9
13c5	17
13c4	15
13c3	15
13c2	11
13c1	15
13c9	21
13af	21
13ae	12
13ad	11
13ac	17
13ab	11
13aa	10
13c0	11
13d9	13
13d8	12
13d7	13
13d6	22
13d5	15
13d4	8
13d3	16
13d2	18
13bf	9
13be	16
13bd	19
13bc	13
13bb	12
13ba	16
13d1	16
13d0	21
13e9	9
13e8	15
13e7	13
13e6	16
13e5	12
13e4	13
13e3	12
13da	12
13cf	15
13ce	12
13cd	11
13cc	14
13cb	15
13ca	14
13e2	16
13e1	11
13e0	14
13f9	27
13f8	18
13f7	13
13f6	13
13f5	17
13f4	11
13eb	17
13ea	12
13df	14
13de	13
13dd	9
13dc	15
13db	13
13f3	18
13f2	16
13f1	13
13f0	19
13fc	15
13fb	22
13fa	11
13ef	13
13ee	12
13ed	12
13ec	17
13ff	14
13fe	18
13fd	23
1503	12
1502	7
1501	18
1500	11
1509	9
1508	12
1507	14
1506	18
1505	10
1504	11
150c	12
150b	13
150a	13
150f	15
150e	15
150d	13
1514	21
1513	18
1512	13
1511	15
1510	13
1519	12
1518	12
1517	19
1516	16
1515	23
151d	15
151c	21
151b	10
151a	21
151f	14
151e	11
1525	16
1524	17
1523	9
1522	9
1521	15
1520	17
1529	13
1528	12
1527	15
1526	15
152e	21
152d	19
152c	11
152b	21
152a	13
152f	17
1536	16
1535	16
1534	18
1533	21
1532	15
1531	23
1530	16
1539	19
1538	12
1537	19
153f	26
153e	14
153d	19
153c	19
153b	14
153a	21
1550	18
1547	11
1546	20
1545	19
1544	12
1543	10
1542	14
1541	9
1540	20
1549	15
1548	13
154f	15
154e	15
154d	18
154c	13
154b	18
154a	14
1561	15
1560	19
1558	19
1557	14
1556	9
1555	23
1554	12
1553	14
1552	18
1551	19
1559	15
155f	9
155e	20
155d	11
155c	12
155b	18
155a	17
1572	8
1571	7
1570	25
1569	16
1568	13
1567	21
1566	13
1565	15
1564	11
1563	14
1562	19
156f	11
156e	10
156d	16
156c	24
156b	20
1583	24
1582	14
1581	15
1580	20
1579	19
1578	14
1577	16
1576	16
1575	18
1574	12
1573	9
156a	13
157f	8
157e	17
157d	17
157c	13
1594	21
1593	19
1592	10
1591	14
1590	11
1589	17
1588	15
1587	22
1586	12
1585	10
1584	17
157b	23
157a	18
158f	13
158e	11
158d	8
1599	12
1598	20
1597	18
1596	15
1595	10
158c	10
158b	19
158a	14
159f	17
159e	12
159d	18
159c	11
159b	20
159a	14
14a5	12
14a4	15
14a3	16
14a2	16
14a1	11
14a0	10
14a9	13
14a8	13
14a7	12
14a6	23
14b6	11
14b5	16
14b4	16
14b3	13
14b2	10
14b1	15
14b0	12
4a04	16
4a03	16
4a06	13
4a05	22
4a08	17
4a07	20
14b9	14
14b8	19
4a09	15
14b7	16
4a00	12
4a02	13
4a01	15
14c7	16
14c6	11
14c5	16
14c4	11
14c3	11
14c2	10
4a0b	26
14c1	14
4a0a	14
14c0	17
4a15	18
4a14	8
4a17	14
4a16	11
4a19	18
4a18	10
14c9	16
14c8	8
14ae	13
14ad	14
14ac	17
14ab	16
14aa	19
4a11	15
4a10	14
4a13	12
4a12	13
14af	19
14d8	21
14d7	19
14d6	18
14d5	16
4a1a	16
14d4	18
14d3	18
4a1c	16
14d2	14
4a1b	19
14d1	18
4a26	19
4a25	24
4a28	13
4a27	20
4a29	22
14d9	13
14bf	25
14be	13
14bd	11
4a20	19
14bc	16
4a22	18
14bb	19
14ba	14
4a21	15
4a24	15
4a23	13
4a0d	10
14d0	19
4a0c	12
4a0f	15
4a0e	17
14e9	9
14e8	19
14e7	11
14e6	9
4a2b	7
14e5	13
4a2a	15
14e4	18
14e3	18
4a2d	18
4a2c	18
14e2	16
4a37	11
4a36	14
4a39	12
4a38	11
14cf	16
14ce	20
4a31	14
14cd	15
4a30	21
14cc	17
4a33	11
4a32	11
14cb	16
14ca	15
4a35	17
4a34	15
14e1	15
4a1e	12
14e0	10
4a1d	14
4a1f	12
14f9	10
4a3a	20
14f8	14
14f7	10
4a3c	13
14f6	13
14f5	23
4a3b	24
4a3e	16
14f4	14
14f3	19
4a3d	11
4a48	18
14ea	22
4a47	13
4a49	11
4a40	16
4a42	10
14df	18
14de	9
4a41	12
14dd	21
4a44	15
4a43	22
14dc	7
4a46	23
14db	18
4a45	17
14da	14
4a2f	16
14f2	19
4a2e	16
14f1	6
14f0	15
4a4b	11
4a4a	19
4a4d	7
4a4c	17
4a4f	13
4a4e	17
14fb	17
4a59	15
14fa	17
4a58	13
4a51	15
4a50	19
4a53	18
14ef	18
4a52	14
14ee	20
4a55	12
14ed	16
4a54	10
4a57	15
14ec	14
14eb	17
4a56	8
4a3f	17
4a5a	25
4a5c	16
4a5b	16
4a5e	18
4a5d	11
4a5f	13
4a69	10
4a62	18
4a61	17
4a64	12
4a63	17
14ff	20
4a66	17
4a65	18
14fe	18
4a68	15
14fd	12
4a67	18
14fc	18
4a60	20
4a6b	21
4a6a	17
4a6d	19
4a6c	14
4a6f	13
4a6e	13
4a73	19
4a72	11
4a75	12
4a74	17
4a77	14
4a76	15
4a79	18
4a78	14
4a71	16
4a70	10
4a7c	23
4a7b	9
4a7e	16
4a7d	18
4a7f	26
4a7a	13
4a84	15
4a83	29
4a86	14
4a85	13
4a88	18
4a87	15
4a89	11
4a80	12
4a82	23
4a81	16
4a8d	13
4a8c	18
4a8f	9
4a8e	17
4a8b	20
4a8a	17
4a95	12
4a94	10
4a97	12
4a96	14
4a99	12
4a98	17
4a91	14
4a90	17
4a93	11
4a92	10
4a9e	11
4a9d	20
4a9f	12
4a9a	16
4a9c	12
4a9b	13
1602	11
1601	18
1600	8
1609	15
1608	15
1607	17
1606	22
1605	16
1604	11
1603	17
160b	16
160a	13
160f	11
160e	15
160d	20
160c	19
1613	19
1612	19
1611	15
1610	13
1619	17
1618	20
1617	11
1616	17
1615	16
1614	13
161c	4
161b	16
161a	17
161f	16
161e	23
161d	21
1624	15
1623	25
1622	17
1621	15
1620	16
1629	12
1628	15
1627	19
1626	17
1625	16
162d	13
162c	20
162b	25
162a	17
162f	18
162e	14
1635	14
1634	10
1633	11
1632	13
1631	14
1630	8
1639	12
1638	13
1637	14
1636	19
163e	15
163d	12
163c	17
163b	12
163a	13
163f	20
1646	16
1645	17
1644	13
1643	19
1642	9
1641	14
1640	17
1649	20
1648	18
1647	13
164f	21
164e	13
164d	17
164c	16
164b	9
164a	21
1660	15
1657	12
1656	14
1655	20
1654	10
1653	17
1652	23
1651	14
1650	10
1659	20
1658	13
165f	19
165e	15
165d	15
165c	15
165b	23
165a	17
1671	12
1670	18
1668	13
1667	13
1666	18
1665	17
1664	18
1663	10
1662	14
1661	13
1669	15
166f	13
166e	10
166d	13
166c	10
166b	15
166a	14
1682	9
1681	15
1680	18
1679	14
1678	19
1677	24
1676	19
1675	15
1674	20
1673	15
1672	22
167f	11
167e	14
167d	14
167c	13
167b	15
1693	8
1692	11
1691	14
1690	15
1689	15
1688	18
1687	16
1686	18
1685	16
1684	11
1683	10
167a	17
f016	11
f015	14
f014	11
f013	10
168f	10
f012	15
f011	16
168e	19
168d	12
f010	19
168c	14
f00e	14
f00d	20
1699	15
f00c	15
f00b	19
1698	11
1697	15
f00a	15
1696	18
1695	13
1694	8
168b	16
168a	17
f019	19
f018	17
f017	15
f005	18
f004	16
f003	17
f002	15
f001	11
f000	13
169f	11
169e	14
169d	21
169c	9
169b	17
169a	9
f009	20
f008	17
f007	16
f006	13
f038	11
f037	15
f036	13
f035	20
f034	13
f033	9
f032	21
f031	13
f030	18
f02f	13
f02e	21
f02d	7
f02c	16
f02b	14
f02a	13
f039	15
f027	16
f026	16
f025	16
f024	17
f023	17
f022	15
f021	13
f020	19
f00f	18
f01f	14
f01e	12
f01d	9
f01c	18
f01b	13
f01a	17
f029	10
f028	11
f059	14
f058	16
f057	28
f056	16
f055	13
f054	11
f053	18
f052	21
f051	21
f050	20
f04f	15
f04e	10
f04d	23
f04c	19
f04b	12
f04a	19
f049	14
f048	16
f047	10
f046	16
f045	14
f044	18
f043	15
f042	16
f041	18
f040	11
f03f	17
f03e	14
f03d	18
f03c	11
f03b	12
f03a	16
f079	9
f078	15
f077	13
f076	12
f075	20
f074	16
f073	13
f072	10
f071	18
f070	19
f06f	14
f06e	17
f06d	15
f06c	18
f06b	15
f06a	22
f069	15
f068	21
f067	19
f066	14
f065	13
f064	22
f063	13
f062	20
f061	21
f060	10
f05f	18
f05e	13
f05d	12
f05c	13
f05b	9
f05a	13
15a4	14
15a3	22
15a2	18
15a1	17
15a0	14
f099	16
f098	17
f097	21
f096	12
f095	16
f094	13
f093	17
15a9	14
15a8	16
f092	13
15a7	16
f091	22
f090	20
15a6	9
15a5	15
f08f	11
f08e	13
f08d	20
f08c	16
f08b	18
f08a	15
15b5	19
15b4	16
15b3	16
15b2	20
15b1	7
f089	11
f088	14
15b0	11
f087	19
f086	12
4b03	12
f085	9
4b02	15
f084	13
4b05	14
f083	11
f082	12
4b04	15
4b07	14
f081	20
15b9	8
4b06	21
15b8	13
f080	12
15b7	19
4b09	10
15b6	14
4b08	15
f07f	14
4b01	15
f07e	18
4b00	19
f07d	19
f07c	15
f07b	15
f07a	14
15c6	20
15c5	23
15c4	19
15c3	16
15c2	20
15c1	18
4b0a	8
15c0	11
4b14	15
4b13	10
4b16	20
4b15	17
4b18	19
4b17	13
15c9	19
15c8	12
4b19	19
15c7	9
15ad	17
15ac	11
15ab	15
15aa	12
4b10	15
4b12	21
4b11	22
15af	17
15ae	23
15d7	16
15d6	18
15d5	18
15d4	12
15d3	13
15d2	16
4b1b	12
15d1	11
15d0	15
4b1a	8
4b25	13
4b24	15
4b27	16
4b26	14
4b29	4
4b28	20
15d9	18
15d8	16
15be	14
15bd	14
15bc	15
15bb	12
15ba	17
4b21	19
4b20	18
4b23	5
4b22	10
f09f	16
4b0c	17
f09e	14
4b0b	11
4b0e	14
f09d	14
f09c	17
4b0d	9
f09b	15
f09a	18
4b0f	11
15bf	12
15e8	15
15e7	13
15e6	14
15e5	17
4b2a	11
15e4	2
15e3	17
4b2c	11
15e2	18
15e1	14
4b2b	14
4b36	10
4b35	19
4b38	21
4b37	13
4b39	19
15e9	12
15cf	15
15ce	11
15cd	20
4b30	17
15cc	6
15cb	14
4b32	11
15ca	9
4b31	15
4b34	20
4b33	18
15e0	15
4b1d	15
4b1c	10
4b1f	16
4b1e	15
15f9	17
15f8	12
15f7	19
15f6	13
15f5	14
4b3b	19
4b3a	19
15f4	13
4b3d	17
15f3	13
4b3c	17
15f2	16
4b47	15
4b46	13
4b49	16
4b48	17
15df	10
4b41	20
15de	16
4b40	14
15dd	15
15dc	18
4b43	10
4b42	11
15db	17
15da	15
4b45	11
4b44	12
4b2e	23
15f1	14
15f0	11
4b2d	15
4b2f	19
4b4a	16
4b4c	19
4b4b	20
4b4e	11
4b4d	23
4b58	15
15fa	15
4b57	19
4b59	11
4b50	19
15ef	13
4b52	10
4b51	11
15ee	11
4b54	18
15ed	16
15ec	9
4b53	10
15eb	20
4b56	11
15ea	19
4b55	22
4b3f	18
4b3e	16
4b5b	13
4b5a	9
4b5d	17
4b5c	16
4b5f	18
4b5e	19
4b69	18
4b68	18
4b61	17
4b60	16
4b63	6
4b62	16
15ff	23
4b65	17
15fe	18
4b64	17
15fd	17
4b67	15
15fc	7
15fb	13
4b66	16
4b4f	12
4b6a	18
4b6c	16
4b6b	24
4b6e	17
4b6d	7
4b6f	9
4b79	17
4b72	17
4b71	21
4b74	25
4b73	22
4b76	18
4b75	11
4b78	16
4b77	14
4b70	10
4b7b	13
4b7a	15
4b7d	16
4b7c	15
4b7f	20
4b7e	12
4b83	15
4b82	13
4b85	12
4b84	17
4b87	17
4b86	12
4b89	13
4b88	12
4b81	12
4b80	12
4b8c	19
4b8b	11
4b8e	17
4b8d	18
4b8f	16
4b8a	12
4b94	16
4b93	15
4b96	23
4b95	12
4b98	13
4b97	17
4b99	12
4b90	17
4b92	15
4b91	12
4b9d	10
4b9c	16
4b9f	17
4b9e	13
4b9b	9
4b9a	12
1701	11
1700	19
1709	13
1708	17
1707	25
1706	13
1705	16
1704	15
1703	18
1702	19
170a	18
170f	16
170e	24
170d	14
170c	13
170b	16
1712	14
1711	15
1710	20
1719	17
1718	17
1717	15
1716	10
1715	16
1714	21
1713	12
171b	15
171a	20
171f	18
171e	12
171d	17
171c	13
1723	21
1722	21
1721	19
1720	18
1729	15
1728	9
1727	11
1726	9
1725	18
1724	16
172c	16
172b	14
172a	13
172f	12
172e	10
172d	17
1734	16
1733	14
1732	14
1731	16
1730	18
1739	14
1738	13
1737	16
1736	16
1735	16
173d	13
173c	18
173b	23
173a	13
173f	18
173e	17
1745	11
1744	19
1743	11
1742	18
1741	10
1740	8
1749	13
1748	16
1747	18
1746	17
174e	29
174d	11
174c	12
174b	15
174a	18
4aa1	16
4aa0	9
4aa3	13
4aa2	14
174f	9
1756	12
1755	16
1754	12
1753	14
1752	17
1751	14
1750	15
1759	21
1758	14
1757	14
175f	13
175e	18
175d	15
4ab0	15
175c	21
4ab2	14
175b	10
175a	18
4ab1	17
4ab4	13
4ab3	15
1770	16
1767	14
1766	20
1765	15
1764	11
1763	10
1762	16
1761	11
1760	13
4aa5	14
4aa4	15
4aa7	16
4aa6	19
4aa9	10
4aa8	18
1769	14
1768	23
176f	18
4ac1	18
176e	17
176d	16
4ac0	13
176c	16
4ac3	10
176b	18
4ac2	15
4ac5	22
176a	9
4ac4	23
4aae	14
1781	19
4aad	21
1780	17
4aaf	15
1778	13
1777	15
1776	6
1775	11
1774	18
4aaa	19
1773	20
1772	16
4aac	12
1771	18
4aab	14
4ab6	15
4ab5	19
4ab8	16
4ab7	14
4ab9	20
1779	22
4ad0	11
4ad2	20
177f	19
177e	19
4ad1	15
177d	17
4ad4	12
177c	17
4ad3	9
4ad6	20
177b	16
4ad5	24
177a	14
1792	16
4abf	15
1791	17
4abe	18
1790	17
1789	15
1788	21
1787	18
1786	13
1785	13
4abb	19
4aba	6
1784	11
1783	14
4abd	9
1782	16
4abc	10
4ac7	13
4ac6	14
4ac9	16
4ac8	18
f115	20
4ae1	11
4ae0	12
f114	14
f113	21
4ae3	10
f112	14
4ae2	12
178f	12
f111	21
4ae5	15
178e	18
178d	15
4ae4	18
f110	16
178c	21
4ae7	12
4ae6	22
178b	12
4acf	21
f10d	10
1799	19
f10c	19
f10b	26
1798	11
4aca	12
1797	13
f10a	20
4acc	20
1796	24
4acb	15
1795	9
4ace	16
1794	20
1793	5
4acd	16
178a	17
4ad8	16
4ad7	12
4ad9	17
f119	13
f118	12
f117	13
f116	10
f104	12
4af2	19
f103	18
4af1	18
4af4	18
f102	16
4af3	13
f101	16
4af6	12
f100	11
179f	14
4af5	11
179e	12
4af8	13
179d	22
4af7	10
179c	18
4af0	17
4adb	12
4ada	11
4add	18
4adc	20
4adf	15
4ade	14
179b	23
4ae9	14
179a	15
4ae8	18
f109	16
f108	13
f107	12
f106	12
f105	12
f137	11
f136	21
f135	18
f134	16
f133	12
f132	11
f131	19
f130	15
f11f	15
4aea	20
f12f	22
f12e	10
f12d	14
4aec	21
4aeb	12
f12c	10
f12b	16
4aee	16
4aed	17
f12a	13
4aef	31
4af9	13
f139	13
f138	15
f126	17
f125	17
f124	15
f123	17
f122	20
f121	15
f120	16
f10f	6
f10e	13
f11e	18
4afb	16
4afa	12
f11d	9
4afd	13
f11c	10
4afc	17
f11b	15
4aff	12
f11a	13
4afe	10
f129	14
f128	14
f127	11
f159	19
f158	14
f157	16
f156	13
f155	15
f154	16
f153	15
f152	12
f151	10
f150	17
f14f	13
f14e	9
f14d	12
f14c	16
f14b	16
f14a	15
f148	16
f147	13
f146	17
f145	17
f144	17
f143	15
f142	15
f141	16
f140	18
f13f	10
f13e	19
f13d	21
f13c	13
f13b	16
f13a	18
f149	15
f179	12
f178	16
f177	11
f176	12
f175	17
f174	12
f173	14
f172	12
f171	18
f170	12
f16f	14
f16e	12
f16d	17
f16c	10
f16b	16
f16a	19
f169	15
f168	19
f167	9
f166	14
f165	14
f164	16
f163	10
f162	12
f161	14
f160	22
f15f	23
f15e	14
f15d	13
f15c	14
f15b	16
f15a	14
16a3	10
16a2	13
16a1	13
16a0	14
f199	17
f198	12
f197	16
f196	13
f195	24
f194	20
16a9	12
f193	15
16a8	20
f192	31
f191	23
16a7	13
f190	19
16a6	11
16a5	13
16a4	17
f18f	21
f18e	15
f18d	14
f18c	17
f18b	12
f18a	17
16b4	18
16b3	12
4c09	13
16b2	13
16b1	14
f189	13
16b0	18
f188	15
f187	10
f186	22
f185	17
4c02	17
f184	14
f183	17
4c01	17
f182	22
4c04	11
f181	15
16b9	7
4c03	9
16b8	11
f180	8
4c06	19
16b7	20
4c05	14
4c08	12
16b6	17
4c07	15
16b5	11
f17f	11
4c00	22
f17e	13
f17d	11
f17c	10
f17b	14
f17a	15
16c5	15
16c4	15
16c3	17
16c2	21
16c1	8
16c0	19
4c13	14
4c12	18
4c15	17
4c14	14
16c9	17
4c17	21
4c16	13
16c8	12
16c7	15
4c19	18
16c6	15
4c18	16
16ac	19
16ab	15
16aa	15
4c11	10
4c10	21
16af	13
16ae	20
16ad	16
16d6	21
16d5	15
16d4	18
16d3	13
16d2	13
16d1	19
16d0	18
4c1a	16
4c24	15
4c23	8
4c26	22
4c25	12
4c28	15
16d9	13
4c27	10
16d8	14
4c29	16
16d7	11
16bd	9
16bc	23
16bb	19
16ba	18
4c20	12
4c22	13
4c21	26
f19f	13
4c0b	18
f19e	10
f19d	22
4c0a	12
f19c	12
4c0d	15
4c0c	16
f19b	16
4c0f	17
f19a	12
4c0e	13
16bf	22
16be	9
16e7	19
16e6	11
16e5	24
16e4	14
16e3	10
16e2	17
4c2b	16
16e1	22
16e0	17
4c2a	14
4c35	19
4c34	13
4c37	16
4c36	21
4c39	17
4c38	15
16e9	16
16e8	9
16ce	17
16cd	21
16cc	15
16cb	21
4c31	11
16ca	16
4c30	10
4c33	14
4c32	11
4c1c	22
4c1b	22
4c1e	25
4c1d	20
4c1f	19
16cf	18
16f8	17
16f7	18
16f6	13
16f5	20
4c3a	20
16f4	18
16f3	23
16f2	28
4c3c	19
16f1	21
4c3b	12
4c46	17
4c45	15
4c48	20
4c47	14
4c49	17
16f9	16
16df	11
16de	11
4c40	17
16dd	16
16dc	18
4c42	12
16db	12
4c41	18
16da	11
4c44	21
4c43	10
4c2d	16
16f0	22
4c2c	21
4c2f	15
4c2e	16
4c4b	20
4c4a	21
4c4d	16
4c4c	12
4c57	15
4c56	13
4c59	21
4c58	15
16ef	26
16ee	14
4c51	14
16ed	18
4c50	14
16ec	12
4c53	17
4c52	19
16eb	18
4c55	24
16ea	14
4c54	24
4c3e	17
4c3d	19
4c3f	13
4c5a	17
4c5c	15
4c5b	15
4c5e	13
4c5d	17
4c68	17
4c67	17
4c69	20
4c60	21
16ff	16
4c62	14
16fe	15
4c61	18
4c64	20
16fd	19
4c63	31
16fc	14
16fb	16
4c66	14
4c65	24
16fa	13
4c4f	20
4c4e	21
4c6b	18
4c6a	20
4c6d	15
4c6c	18
4c6f	19
4c6e	19
4c79	22
4c78	13
f0a6	19
4c71	15
4c70	17
f0a5	14
f0a4	18
4c73	13
4c72	20
f0a3	10
f0a2	19
4c75	7
4c74	7
f0a1	11
4c77	17
f0a0	16
4c76	15
4c5f	14
4c7a	10
4c7c	10
4c7b	22
4c7e	12
4c7d	18
4c7f	14
4c89	14
4c82	19
4c81	8
4c84	12
4c83	22
4c86	14
4c85	19
4c88	20
4c87	15
4c80	16
4c8b	17
f0af	9
f0ae	14
4c8a	18
4c8d	19
f0ad	11
f0ac	13
4c8c	21
4c8f	13
f0ab	13
f0aa	16
4c8e	18
f0b9	19
f0b8	15
4c93	11
f0c8	16
f0c7	15
4c92	16
4c95	21
f0c6	23
f0c5	17
4c94	16
4c97	18
f0c4	16
4c96	15
f0c3	16
4c99	17
f0c2	18
4c98	16
f0c1	17
f0c0	14
4c91	20
4c90	10
4c9c	14
4c9b	18
4c9e	16
4c9d	20
4c9f	11
f0a9	17
f0a8	16
4c9a	14
f0a7	16
f0b7	11
f0b6	14
f0b5	18
f0b4	17
f0b3	12
f0b2	17
f0b1	14
f0b0	18
f0cf	14
f0ce	14
f0cd	11
f0cc	13
f0cb	12
f0ca	15
f0e9	26
f0e8	19
f0e7	7
f0e6	17
f0e5	14
f0e4	17
f0e3	17
f0e2	26
f0e1	14
f0e0	10
f0bf	17
f0be	10
f0bd	14
f0bc	20
f0bb	15
f0ba	20
1809	22
f0c9	14
f0d9	11
1800	17
f0d8	18
f0d7	11
f0d6	18
f0d5	9
f0d4	14
f0d3	19
f0d2	20
1808	23
f0d1	16
f0d0	19
1807	15
1806	15
1805	17
1804	9
1803	20
1802	16
1801	14
f0ef	13
f0ee	14
f0ed	17
f0ec	14
f0eb	12
f0ea	14
180f	16
180e	22
180d	16
180c	10
180b	13
180a	8
1811	13
1810	11
1819	18
1818	19
1817	8
1816	27
1815	18
1814	14
1813	25
1812	15
181a	20
f0df	6
f0de	14
f0dd	14
f0dc	18
f0db	20
f0da	16
181f	17
181e	14
181d	16
181c	20
181b	13
1822	14
1821	19
1820	19
f0f9	17
f0f8	13
f0f7	12
f0f6	11
f0f5	9
f0f4	20
f0f3	12
f0f2	10
1829	18
1828	12
f0f1	15
1827	13
f0f0	19
1826	17
1825	17
1824	9
1823	17
182b	14
182a	11
182f	15
182e	14
182d	16
182c	7
1833	15
1832	12
1831	23
1830	22
1839	17
1838	11
1837	16
1836	11
1835	12
1834	9
183c	21
183b	10
183a	17
f0ff	14
f0fe	10
f0fd	16
f0fc	10
f0fb	13
f0fa	17
183f	18
183e	13
183d	14
1844	17
1843	8
1842	21
1841	12
1840	17
1849	13
1848	11
1847	13
1846	13
1845	7
184d	12
184c	17
184b	14
184a	25
4ba0	9
4ba2	12
4ba1	19
184f	22
184e	17
1855	15
1854	9
1853	16
1852	30
1851	10
1850	20
1859	13
1858	12
1857	8
1856	12
185e	21
185d	14
185c	18
185b	14
185a	15
4bb1	11
4bb0	11
4bb3	15
4bb2	12
185f	19
1866	15
1865	12
1864	6
1863	13
1862	17
1861	12
1860	13
4ba4	20
4ba3	14
4ba6	12
4ba5	14
4ba8	22
1869	12
4ba7	19
1868	14
1867	19
4ba9	11
186f	15
186e	15
4bc0	14
186d	17
186c	17
4bc2	15
186b	17
186a	14
4bc1	15
4bc4	18
4bc3	20
1880	13
4bad	22
4bac	20
4baf	8
4bae	10
1877	15
1876	17
1875	16
1874	14
1873	18
1872	14
4bab	22
1871	19
1870	16
4baa	18
4bb5	17
4bb4	20
4bb7	14
4bb6	14
4bb9	13
4bb8	14
1879	13
1878	21
187f	19
4bd1	9
187e	11
4bd0	11
187d	24
187c	24
4bd3	23
187b	15
4bd2	13
187a	16
4bd5	14
4bd4	14
4bbe	15
1891	15
4bbd	15
1890	10
4bbf	15
1888	18
1887	20
1886	17
1885	12
1884	11
4bba	11
1883	22
1882	19
4bbc	12
1881	17
4bbb	22
4bc6	14
4bc5	15
4bc8	14
4bc7	11
4bc9	13
1889	21
4be0	13
f214	16
f213	15
4be2	17
188f	16
f212	16
f211	16
188e	20
4be1	16
4be4	10
188d	19
f210	13
188c	13
4be3	13
4be6	16
188b	13
4be5	13
188a	12
4bcf	18
4bce	15
1899	17
f20c	14
f20b	26
1898	14
1897	19
f20a	10
1896	13
1895	20
4bcb	14
1894	13
4bca	9
1893	16
4bcd	13
1892	16
4bcc	11
4bd7	13
4bd6	16
4bd9	18
4bd8	14
f219	10
f218	20
f217	13
f216	18
f215	14
4bf1	16
f203	17
f202	16
4bf0	16
f201	11
4bf3	16
189f	18
f200	17
4bf2	17
189e	13
4bf5	17
4bf4	20
189d	13
4bf7	14
189c	21
189b	16
4bf6	12
4bdf	13
4bda	17
4bdc	14
4bdb	18
4bde	18
4bdd	14
4be8	23
189a	13
4be7	9
f209	17
f208	12
4be9	13
f207	13
f206	17
f205	24
f204	10
f236	16
f235	16
f234	13
f233	10
f232	16
f231	15
f230	18
f21f	19
f21e	20
f22e	10
f22d	20
f22c	19
4beb	20
f22b	14
4bea	18
4bed	19
f22a	13
4bec	14
4bef	17
4bee	8
4bf9	16
4bf8	9
f239	17
f238	16
f237	14
f225	15
f224	17
f223	17
f222	13
f221	26
f220	15
f20f	18
f20e	15
f20d	15
f21d	18
4bfa	21
f21c	17
4bfc	13
f21b	18
4bfb	17
f21a	13
4bfe	21
4bfd	12
4bff	20
f229	16
f228	23
f227	14
f226	16
f258	11
f257	18
f256	11
f255	15
f254	18
f253	22
f252	13
f251	15
f250	32
f24f	12
f24e	13
f24d	16
f24c	10
f24b	13
f24a	7
f259	17
f247	12
f246	14
f245	10
f244	11
f243	9
f242	19
f241	18
f240	21
f22f	19
f23f	12
f23e	21
f23d	11
f23c	20
f23b	15
f23a	15
f249	14
f248	12
f279	13
f278	8
f277	19
f276	16
f275	14
f274	16
f273	12
f272	12
f271	15
f270	7
f26f	21
f26e	15
f26d	10
f26c	14
f26b	24
f26a	13
f269	20
f268	14
f267	10
f266	19
f265	10
f264	14
f263	22
f262	15
f261	18
f260	18
f25f	20
f25e	14
f25d	10
f25c	13
f25b	10
f25a	12
17a2	12
17a1	14
17a0	12
f299	19
f298	19
f297	19
f296	20
f295	12
f294	18
f293	19
17a9	15
17a8	20
f292	18
f291	14
17a7	17
17a6	9
f290	17
17a5	15
17a4	21
17a3	26
f28f	16
f28e	14
f28d	18
f28c	13
f28b	16
f28a	15
4d09	11
17b3	16
4d08	16
17b2	9
17b1	13
f289	13
f288	14
17b0	16
f287	11
f286	13
f285	17
f284	21
4d01	15
f283	13
4d00	16
f282	13
f281	15
17b9	17
4d03	20
17b8	17
4d02	11
f280	19
4d05	13
17b7	14
4d04	14
17b6	15
17b5	19
4d07	13
4d06	17
17b4	15
f27f	13
f27e	13
f27d	14
f27c	18
f27b	19
f27a	17
17c4	14
17c3	19
4d19	17
17c2	17
17c1	20
17c0	16
4d12	19
4d11	14
4d14	19
4d13	15
17c9	17
4d16	22
17c8	11
17c7	23
4d15	15
17c6	10
4d18	13
4d17	16
17c5	10
17ab	20
17aa	10
4d10	23
17af	21
17ae	15
17ad	13
17ac	15
17d5	15
17d4	19
17d3	14
17d2	13
17d1	8
17d0	24
4d23	11
4d22	11
4d25	12
4d24	16
17d9	21
4d27	21
17d8	14
4d26	20
4d29	18
17d7	16
17d6	20
4d28	18
17bc	11
17bb	9
17ba	16
f29f	15
4d21	12
f29e	15
4d20	17
f29d	10
4d0a	15
f29c	10
f29b	18
4d0c	11
f29a	19
4d0b	18
4d0e	15
17bf	20
4d0d	13
17be	13
4d0f	14
17bd	16
17e6	12
17e5	13
17e4	23
17e3	19
17e2	12
17e1	24
4d2a	24
17e0	21
4d34	12
4d33	13
4d36	27
4d35	15
4d38	17
17e9	12
4d37	9
17e8	18
17e7	19
4d39	18
17cd	12
17cc	17
17cb	15
17ca	16
4d30	17
4d32	24
4d31	19
4d1b	21
4d1a	9
4d1d	13
4d1c	21
4d1f	11
4d1e	15
17cf	16
17ce	17
17f7	13
17f6	15
17f5	14
17f4	10
17f3	17
17f2	14
17f1	14
4d3b	7
4d3a	15
17f0	15
4d45	10
4d44	18
4d47	18
4d46	12
4d49	15
4d48	19
17f9	14
17f8	11
17de	10
17dd	12
17dc	16
17db	13
17da	16
4d41	18
4d40	19
4d43	16
4d42	14
4d2c	16
4d2b	12
4d2e	13
4d2d	10
4d2f	11
17df	17
4d4a	20
4d4c	19
4d4b	20
4d56	18
4d55	10
4d58	15
4d57	12
4d59	13
17ef	25
17ee	20
4d50	18
